Accession Number,Image File,Main Title,Parent Title,Object Type,Creator Name,Creator Birth Year,Creator Death Year,Creator Nationality,Creator Gender,Creator Role,Creator Birth Place,Creator Death Place,Additional Creator Name,Additional Creator Birth Year,Additional Creator Death Year,Additional Creator Nationality,Additional Creator Gender,Additional Creator Birth Location,Additional Creator Death Location,Additional Creator Role,Earliest Date Created,Latest Date Created,Display Date Created,Credit Line,Copyright,Medium,Subject Keywords,Object Link,Measurement Height,Measurement Width,Measurement Depth,Measurement Units,Measurement Extent,Related Object ID,Related Object Relationship Type,Related Object Note
P1979.152.10,ACMAA_P1979-152-10.tif,[Figure. Chartres Cathedral],,black-and-white photographs,Laura Gilpin,1891,1979,American,female,artist,"Colorado Springs, Colorado","Santa Fe, New Mexico",,,,,,,,,1922,1922,1922,"Amon Carter Museum of American Art, Fort Worth, Texas, Bequest of the artist",© 1979 Amon Carter Museum of American Art,Platinum print,"Chartres, France
, Europe
, religious buildings
, architecture
, cathedrals
, statues
, bird's-eye views
, sculpture",http://www.cartermuseum.org/custom/acm_display.php?irn=65558&QueryPage=%2Fcustom%2Findex.php,11.4,9.2,,cm,image,,,
P1979.152.9,ACMAA_P1979-152-9.tif,"[Gate, Chartres Cathedral]",,black-and-white photographs,Laura Gilpin,1891,1979,American,female,artist,"Colorado Springs, Colorado","Santa Fe, New Mexico",,,,,,,,,1922,1922,1922,"Amon Carter Museum of American Art, Fort Worth, Texas, Bequest of the artist",© 1979 Amon Carter Museum of American Art,Platinum print,"Chartres, France
, Europe
, religious buildings
, architecture
, cathedrals
, gates
, exterior views",http://www.cartermuseum.org/custom/acm_display.php?irn=85450&QueryPage=%2Fcustom%2Findex.php,11.8,9.2,,cm,image,,,
P1979.230.2256,ACMAA_P1979-230-2256.tif,"Eliot Porter, Tesuque, New Mexico",,film negatives,Laura Gilpin,1891,1979,American,female,artist,"Colorado Springs, Colorado","Santa Fe, New Mexico",,,,,,,,,1952,1952,1952,"Amon Carter Museum of American Art, Fort Worth, Texas, Bequest of the artist",© 1979 Amon Carter Museum of American Art,Acetate negative,"portraits
, artists
, photographers
, cameras
, Tesuque, New Mexico
, adobe
, men
, Eliot Porter family",http://www.cartermuseum.org/custom/acm_display.php?irn=120872&QueryPage=%2Fcustom%2Findex.php,20.3,25.4,,cm,,,,
P1979.33,ACMAA_P1979-33.tif,"[Exeter, New Hampshire, volunteers leaving for the Mexican War]",,black-and-white photographs,Unknown photographer,,,American,,artist,,,,,,,,,,,1845,1847,ca. 1846,"Amon Carter Museum of American Art, Fort Worth, Texas",,Daguerreotype,"U.S.-Mexican War, New Hampshire, armies, soldiers, military uniforms, street scenes, bass drums",http://www.cartermuseum.org/custom/acm_display.php?irn=143883&QueryPage=%2Fcustom%2Findex.php,6.6,9,,cm,image,,,
P1979.36.2,ACMAA_P1979-36-2.tif,Cow Pony,,black-and-white photographs,Charles D. Kirkland,1857,1926,American,male,artist,"Bucyrus, Ohio","Denver, Colorado",,,,,,,,,1877,1895,1895,"Amon Carter Museum of American Art, Fort Worth, Texas",,Albumen silver print,"Horses, Saddles, Animals",http://www.cartermuseum.org/custom/acm_display.php?irn=111172&QueryPage=%2Fcustom%2Findex.php,11.2,18.5,,cm,image,,,
P1979.36.3,ACMAA_P1979-36-3.tif,Wyoming Cow-boy,,black-and-white photographs,Charles D. Kirkland,1857,1926,American,male,artist,"Bucyrus, Ohio","Denver, Colorado",,,,,,,,,1877,1895,1895,"Amon Carter Museum of American Art, Fort Worth, Texas",,Albumen silver print,"Cowboys, studio portraits, chaps",http://www.cartermuseum.org/custom/acm_display.php?irn=45010&QueryPage=%2Fcustom%2Findex.php,18.8,11.4,,cm,image,,,
P1979.38,ACMAA_P1979-38.tif,Rev. Peter Jones (Kahkewaquonaby),,black-and-white photographs,David Octavius Hill,1802,1870,British,male,artist,"Perth, Scotland","Edinburgh, Scotland",,,,,,,,,1843,1850,ca. 1845,"Amon Carter Museum of American Art, Fort Worth, Texas",,Salted paper print from paper negative,"Ojibwa, missionary, Clothing & dress, Indians of North America, Native American, portraits, costume",http://www.cartermuseum.org/custom/acm_display.php?irn=16343&QueryPage=%2Fcustom%2Findex.php,20.2,14.8,,cm,image,,,
P1979.44.8,ACMAA_P1979-44-8.tif,Brenda Putnam,,black-and-white photographs,Laura Gilpin,1891,1979,American,female,artist,"Colorado Springs, Colorado","Santa Fe, New Mexico",,,,,,,,,1921,1921,1921,"Amon Carter Museum of American Art, Fort Worth, Texas",©1979 Amon Carter Museum of American Art,Palladium print,"portraits, women, artists, sculptors",http://www.cartermuseum.org/custom/acm_display.php?irn=35164&QueryPage=%2Fcustom%2Findex.php,22.4,17.8,,cm,,,,
P1979.54.2,ACMAA_P1979-54-2.tif,Watching the Dancers,,black-and-white photographs,Edward S. Curtis,1868,1952,American,male,artist,"White Water, Wisconsin","Los Angeles, California",,,,,,,,,1906,1906,1906,"Amon Carter Museum of American Art, Fort Worth, Texas",,Platinum print,"dancing, Hopi, women, stairs, Native American, Indians of North America",http://www.cartermuseum.org/custom/acm_display.php?irn=26236&QueryPage=%2Fcustom%2Findex.php,19.4,15,,cm,image,,,
P1979.92,ACMAA_P1979-92.tif,The Steerage,,black-and-white photographs,Alfred Stieglitz,1864,1946,American,male,artist,"Hoboken, New Jersey","New York, New York",,,,,,,,,1907,1907,"1907, printed 1915","Amon Carter Museum of American Art, Fort Worth, Texas",,Photogravure,"Passengers, boats, ships, Steerage, Crowds, upper class, immigrants, Emigration & immigration, social stratification, social classes",http://www.cartermuseum.org/custom/acm_display.php?irn=76987&QueryPage=%2Fcustom%2Findex.php,33,26.5,,cm,image,,,
P1979.95.1,ACMAA_P1979-95-1.tif,Heritage from Spain,,black-and-white photographs,Laura Gilpin,1891,1979,American,female,artist,"Colorado Springs, Colorado","Santa Fe, New Mexico",,,,,,,,,1948,1948,1948,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of the artist",©1979 Amon Carter Museum of American Art,Gelatin silver print,"portraits, priests, crosses, Christianity, Catholicism, religion, Clergy, New Mexico",http://www.cartermuseum.org/custom/acm_display.php?irn=124310&QueryPage=%2Fcustom%2Findex.php,33.7,26.4,,cm,image,,,
P1979.95.10,ACMAA_P1979-95-10.tif,"Big and Little Shiprock, New Mexico ",,black-and-white photographs,Laura Gilpin,1891,1979,American,female,artist,"Colorado Springs, Colorado","Santa Fe, New Mexico",,,,,,,,,1951,1951,1951,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of the artist",©1979 Amon Carter Museum of American Art,Gelatin silver print,"Shiprock, New Mexico, landscapes, Sunrises & sunsets, Rock formations",http://www.cartermuseum.org/custom/acm_display.php?irn=108234&QueryPage=%2Fcustom%2Findex.php,26.7,34.3,,cm,image,,,
P1979.95.11,ACMAA_P1979-95-11.tif,El Santuario de Chimayo,,black-and-white photographs,Laura Gilpin,1891,1979,American,female,artist,"Colorado Springs, Colorado","Santa Fe, New Mexico",,,,,,,,,1945,1945,1945,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of the artist",©1979 Amon Carter Museum of American Art,Gelatin silver print,"New Mexico, Adobe buildings, gates, Catholic churches, crosses, Crowds",http://www.cartermuseum.org/custom/acm_display.php?irn=58397&QueryPage=%2Fcustom%2Findex.php,27.6,35.2,,cm,image,,,
P1979.95.12,ACMAA_P1979-95-12.tif,"Stairway of the Temple of Kukulcan, Chichen Itza, Yucatan",,black-and-white photographs,Laura Gilpin,1891,1979,American,female,artist,"Colorado Springs, Colorado","Santa Fe, New Mexico",,,,,,,,,1932,1932,1932,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of the artist",,Gelatin silver print,"Chichen Itza, temples, Mexico, Maya, Ruins, architecture",http://www.cartermuseum.org/custom/acm_display.php?irn=42764&QueryPage=%2Fcustom%2Findex.php,34.3,24.3,,cm,image,,,
P1979.95.13,ACMAA_P1979-95-13.tif,"Sunburst, Kukulcan, Chichen Itza, Yucatan",,black-and-white photographs,Laura Gilpin,1891,1979,American,female,artist,"Colorado Springs, Colorado","Santa Fe, New Mexico",,,,,,,,,1932,1932,1932,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of the artist",©1979 Amon Carter Museum of American Art,Gelatin silver print,"Chichen Itza, Yucatan, Mexico, Sunrises & sunsets, archaeological sites, Sun, Clouds, ruins, Maya",http://www.cartermuseum.org/custom/acm_display.php?irn=38572&QueryPage=%2Fcustom%2Findex.php,35.6,25.4,,cm,image,,,
P1979.95.14,ACMAA_P1979-95-14.tif,"Sisal Plant (Cut Ends), Yucatan",,black-and-white photographs,Laura Gilpin,1891,1979,American,female,artist,"Colorado Springs, Colorado","Santa Fe, New Mexico",,,,,,,,,1932,1932,1932,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of the artist",©1979 Amon Carter Museum of American Art,Gelatin silver print,"Yucatan, Mexico, Agaves, Plants",http://www.cartermuseum.org/custom/acm_display.php?irn=91845&QueryPage=%2Fcustom%2Findex.php,23.8,34.1,,cm,image,,,
P1979.95.16,ACMAA_P1979-95-16.tif,Prairie Sky,,black-and-white photographs,Laura Gilpin,1891,1979,American,female,artist,"Colorado Springs, Colorado","Santa Fe, New Mexico",,,,,,,,,1946,1946,1946,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of the artist",©1979 Amon Carter Museum of American Art,Gelatin silver print,"landscapes, Texas, Clouds, smoke, fires, sky",http://www.cartermuseum.org/custom/acm_display.php?irn=22828&QueryPage=%2Fcustom%2Findex.php,33.8,26.4,,cm,image,,,
P1979.95.17,ACMAA_P1979-95-17.tif,"On Guard, Boeing Airplane Company",,black-and-white photographs,Laura Gilpin,1891,1979,American,female,artist,"Colorado Springs, Colorado","Santa Fe, New Mexico",,,,,,,,,1942,1942,1942,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of the artist",©1979 Amon Carter Museum of American Art,Gelatin silver print,"watchtowers, security guards, night scenes, factories, military aircraft, World War II",http://www.cartermuseum.org/custom/acm_display.php?irn=23021&QueryPage=%2Fcustom%2Findex.php,34,26.4,,cm,image,,,
P1979.95.2,ACMAA_P1979-95-2.tif,A Navaho Fence,,black-and-white photographs,Laura Gilpin,1891,1979,American,female,artist,"Colorado Springs, Colorado","Santa Fe, New Mexico",,,,,,,,,1950,1950,1950,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of the artist",©1979 Amon Carter Museum of American Art,Gelatin silver print,"Arizona, cultural landscapes, fences, Native American, Indians of North America, Navajo",http://www.cartermuseum.org/custom/acm_display.php?irn=11451&QueryPage=%2Fcustom%2Findex.php,27.6,34.8,,cm,image,,,
P1979.95.20,ACMAA_P1979-95-20.tif,"Spanish Church at Chichen Itza, Yucatan",,black-and-white photographs,Laura Gilpin,1891,1979,American,female,artist,"Colorado Springs, Colorado","Santa Fe, New Mexico",,,,,,,,,1932,1932,1932,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of the artist",©1979 Amon Carter Museum of American Art,Gelatin silver print,"Yucatan, Mexico, Chichen Itza, Catholic churches, crosses, bells, Christianity, Catholicism, buildings",http://www.cartermuseum.org/custom/acm_display.php?irn=138222&QueryPage=%2Fcustom%2Findex.php,35.4,24.9,,cm,image,,,
P1979.95.23,ACMAA_P1979-95-23.tif,Cross and Candles,,black-and-white photographs,Laura Gilpin,1891,1979,American,female,artist,"Colorado Springs, Colorado","Santa Fe, New Mexico",,,,,,,,,1959,1959,1959,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of the artist",©1979 Amon Carter Museum of American Art,Gelatin silver print,"Catholic churches, votive candles, crosses, Fire, flames, Interiors, altars, Christianity",http://www.cartermuseum.org/custom/acm_display.php?irn=98510&QueryPage=%2Fcustom%2Findex.php,12.1,9.8,,cm,image,,,
P1979.95.28,ACMAA_P1979-95-28.tif,"The Gate, Laguna, New Mexico",,black-and-white photographs,Laura Gilpin,1891,1979,American,female,artist,"Colorado Springs, Colorado","Santa Fe, New Mexico",,,,,,,,,1924,1924,1924,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of the artist",©1979 Amon Carter Museum of American Art,Platinum print,"New Mexico, Adobe buildings, women, Native American, Indians of North America, gates, street scenes",http://www.cartermuseum.org/custom/acm_display.php?irn=122949&QueryPage=%2Fcustom%2Findex.php,23.5,18.7,,cm,,,,
P1979.95.29,ACMAA_P1979-95-29.tif,"Taos Ovens, New Mexico",,black-and-white photographs,Laura Gilpin,1891,1979,American,female,artist,"Colorado Springs, Colorado","Santa Fe, New Mexico",,,,,,,,,1926,1926,1926,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of the artist",©1979 Amon Carter Museum of American Art,Platinum print,"Taos, New Mexico, pueblos, ovens, Adobe buildings",http://www.cartermuseum.org/custom/acm_display.php?irn=142620&QueryPage=%2Fcustom%2Findex.php,22.2,17.2,,cm,,,,
P1979.95.3,ACMAA_P1979-95-3.tif,A Navaho Silversmith,,black-and-white photographs,Laura Gilpin,1891,1979,American,female,artist,"Colorado Springs, Colorado","Santa Fe, New Mexico",,,,,,,,,1934,1934,1934,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of the artist",,Gelatin silver print,"portraits
, Native American
, Indians of North America
, Navajo
, men
, silversmiths
, metalworkers
, jewelry
, profiles
, artists",http://www.cartermuseum.org/custom/acm_display.php?irn=56933&QueryPage=%2Fcustom%2F,34.9,27.2,,cm,image,,,
P1979.95.35,ACMAA_P1979-95-35.tif,The Rio Grande Yields Its Surplus to the Sea,,black-and-white photographs,Laura Gilpin,1891,1979,American,female,artist,"Colorado Springs, Colorado","Santa Fe, New Mexico",,,,,,,,,1947,1947,1947,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of the artist",©1979 Amon Carter Museum of American Art,Gelatin silver print,"Rio Grande River, landscapes, Texas, Gulf of Mexico, seascapes, reflections",http://www.cartermuseum.org/custom/acm_display.php?irn=111309&QueryPage=%2Fcustom%2Findex.php,22.1,34.9,,cm,image,,,
P1979.95.4,ACMAA_P1979-95-4.tif,"Cliff Dwelling of Beta-ta-kin, Arizona",,black-and-white photographs,Laura Gilpin,1891,1979,American,female,artist,"Colorado Springs, Colorado","Santa Fe, New Mexico",,,,,,,,,1930,1930,1930,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of the artist",©1979 Amon Carter Museum of American Art,Gelatin silver print,"landscapes, cliff dwellings, Arizona, ruins",http://www.cartermuseum.org/custom/acm_display.php?irn=61989&QueryPage=%2Fcustom%2Findex.php,34.3,27,,cm,image,,,
P1979.95.43,ACMAA_P1979-95-43.tif,"Sisal Plant, Yucatan",,black-and-white photographs,Laura Gilpin,1891,1979,American,female,artist,"Colorado Springs, Colorado","Santa Fe, New Mexico",,,,,,,,,1932,1932,1932,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of the artist",©1979 Amon Carter Museum of American Art,Gelatin silver print,"Agaves, Plants, landscapes, Yucatan, Mexico",http://www.cartermuseum.org/custom/acm_display.php?irn=56807&QueryPage=%2Fcustom%2Findex.php,29.2,20.6,,cm,image,,,
P1979.95.46,ACMAA_P1979-95-46.tif,Evening in Navaho Land,,black-and-white photographs,Laura Gilpin,1891,1979,American,female,artist,"Colorado Springs, Colorado","Santa Fe, New Mexico",,,,,,,,,1932,1932,1932,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of the artist",©1979 Amon Carter Museum of American Art,Gelatin silver print,"landscapes, Sunrises & sunsets, group portraits, mothers, women, children, Navajo, Indians of North America, Native American, New Mexico, Arizona",http://www.cartermuseum.org/custom/acm_display.php?irn=79183&QueryPage=%2Fcustom%2Findex.php,19.1,24.5,,cm,image,,,
P1979.95.49,ACMAA_P1979-95-49.tif,"White Sands #3, New Mexico",,black-and-white photographs,Laura Gilpin,1891,1979,American,female,artist,"Colorado Springs, Colorado","Santa Fe, New Mexico",,,,,,,,,1947,1947,1947,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of the artist",©1979 Amon Carter Museum of American Art,Gelatin silver print,"New Mexico, sand, desert, gypsum, dunes, landscapes",http://www.cartermuseum.org/custom/acm_display.php?irn=8770&QueryPage=%2Fcustom%2Findex.php,19.1,24.1,,cm,image,,,
P1979.95.5,ACMAA_P1979-95-5.tif,Ranchos de Taos Church,,black-and-white photographs,Laura Gilpin,1891,1979,American,female,artist,"Colorado Springs, Colorado","Santa Fe, New Mexico",,,,,,,,,1939,1939,1939,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of the artist",©1979 Amon Carter Museum of American Art,Gelatin silver print,"Taos, New Mexico, Adobe buildings, gates, mission churches, crosses, children",http://www.cartermuseum.org/custom/acm_display.php?irn=68154&QueryPage=%2Fcustom%2Findex.php,25.7,31.3,,cm,image,,,
P1979.95.52,ACMAA_P1979-95-52.tif,"Spider Rock, Canyon de Chelly, Arizona",,black-and-white photographs,Laura Gilpin,1891,1979,American,female,artist,"Colorado Springs, Colorado","Santa Fe, New Mexico",,,,,,,,,1972,1972,1972,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of the artist",©1979 Amon Carter Museum of American Art,Dye coupler print,"Canyon de Chelly National Monument, Arizona, Rock formations, landscapes",http://www.cartermuseum.org/custom/acm_display.php?irn=145538&QueryPage=%2Fcustom%2Findex.php,25.4,18.1,,cm,,,,
P1979.95.59,ACMAA_P1979-95-59.tif,Sunrise on the Desert,,black-and-white photographs,Laura Gilpin,1891,1979,American,female,artist,"Colorado Springs, Colorado","Santa Fe, New Mexico",,,,,,,,,1921,1921,1921,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of the artist",©1979 Amon Carter Museum of American Art,Platinum print,"deserts, Sunrises & sunsets, landscapes",http://www.cartermuseum.org/custom/acm_display.php?irn=76863&QueryPage=%2Fcustom%2F,19.6,23.5,,cm,image,,,
P1979.95.60,ACMAA_P1979-95-60.tif,"Grand Canyon, Sunrise",,black-and-white photographs,Laura Gilpin,1891,1979,American,female,artist,"Colorado Springs, Colorado","Santa Fe, New Mexico",,,,,,,,,1930,1930,1930,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of the artist",©1979 Amon Carter Museum of American Art,Platinum print,"Sunrises & sunsets, Grand Canyon, Rock formations, national parks, landscapes, Arizona",http://www.cartermuseum.org/custom/acm_display.php?irn=76855&QueryPage=%2Fcustom%2F,24.1,19.5,,cm,image,,,
P1979.95.61,ACMAA_P1979-95-61.tif,"Balcony House, Mesa Verde, Colorado",,black-and-white photographs,Laura Gilpin,1891,1979,American,female,artist,"Colorado Springs, Colorado","Santa Fe, New Mexico",,,,,,,,,1924,1924,1924,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of the artist",©1979 Amon Carter Museum of American Art,Platinum print,"Mesa Verde, Colorado, cultural landscapes, cliff dwellings, national parks, ruins",http://www.cartermuseum.org/custom/acm_display.php?irn=103176&QueryPage=%2Fcustom%2F,23,18.4,,cm,image,,,
P1979.95.62,ACMAA_P1979-95-62.tif,A Visiting Nurse,,black-and-white photographs,Laura Gilpin,1891,1979,American,female,artist,"Colorado Springs, Colorado","Santa Fe, New Mexico",,,,,,,,,1924,1924,1924,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of the artist",©1979 Amon Carter Museum of American Art,Platinum print,"nurses, children, Health care, Bedrooms, Interiors, mothers, illness",http://www.cartermuseum.org/custom/acm_display.php?irn=108470&QueryPage=%2Fcustom%2F,19.4,24.8,,cm,image,,,
P1979.95.64,ACMAA_P1979-95-64.tif,"Snowstorm, Central Park, New York",,black-and-white photographs,Laura Gilpin,1891,1979,American,female,artist,"Colorado Springs, Colorado","Santa Fe, New Mexico",,,,,,,,,1917,1917,1917,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of the artist",©1979 Amon Carter Museum of American Art,Platinum print,"snow, Central Park, New York City, landscapes, winter",http://www.cartermuseum.org/custom/acm_display.php?irn=142376&QueryPage=%2Fcustom%2F,20.8,15.6,,cm,image,,,
P1979.95.72,ACMAA_P1979-95-72.tif,Navaho Weaver,,black-and-white photographs,Laura Gilpin,1891,1979,American,female,artist,"Colorado Springs, Colorado","Santa Fe, New Mexico",,,,,,,,,1951,1951,1951,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of the artist",© 1979 Amon Carter Museum of American Art,Gelatin silver print,"portraits
, Indians of North America
, Native American
, Navajo
, women
, weaving
, looms
, textiles",http://www.cartermuseum.org/custom/acm_display.php?irn=8758&QueryPage=%2Fcustom%2F,24.5,19.7,,cm,image,,,
P1979.95.75,ACMAA_P1979-95-75.tif,Tying a Chongo,,black-and-white photographs,Laura Gilpin,1891,1979,American,female,artist,"Colorado Springs, Colorado","Santa Fe, New Mexico",,,,,,,,,1954,1954,1954,"Amon Carter Museum of American Art, Fort Worth, Texas, Bequest of the artist, ©1979 Amon Carter Museum of American Art",,Gelatin silver print,"Indians of North America, Native American, Navajo, women, hairstyles",http://www.cartermuseum.org/custom/acm_display.php?irn=96136&QueryPage=%2Fcustom%2F,19.4,24.8,,cm,image,,,
P1979.95.80,ACMAA_P1979-95-80.tif,"Balustrade, Temple of Kukulcan, Chichen Itza, Yucatan",,black-and-white photographs,Laura Gilpin,1891,1979,American,female,artist,"Colorado Springs, Colorado","Santa Fe, New Mexico",,,,,,,,,1932,1932,1932,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of the artist",©1979 Amon Carter Museum of American Art,Gelatin silver print,"Ruins, temples, Yucatan, Mexico, Maya, Chichen Itza",http://www.cartermuseum.org/custom/acm_display.php?irn=90175&QueryPage=%2Fcustom%2F,35.2,27.6,,cm,image,,,
P1979.95.83,ACMAA_P1979-95-83.tif,"Santa Elena Canyon, Big Bend National Park",,black-and-white photographs,Laura Gilpin,1891,1979,American,female,artist,"Colorado Springs, Colorado","Santa Fe, New Mexico",,,,,,,,,1946,1946,1946,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of the artist",©1979 Amon Carter Museum of American Art,Gelatin silver print,"Big Bend National Park, Texas, Mexico, landscapes, Rio Grande River, national parks, Mexican-American border",http://www.cartermuseum.org/custom/acm_display.php?irn=32763&QueryPage=%2Fcustom%2Findex.php,49.2,39.1,,cm,image,,,
P1979.95.84,ACMAA_P1979-95-84.tif,Narcissus,,black-and-white photographs,Laura Gilpin,1891,1979,American,female,artist,"Colorado Springs, Colorado","Santa Fe, New Mexico",,,,,,,,,1928,1928,1928,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of the artist",©1979 Amon Carter Museum of American Art,Platinum print,"still lifes, Flowers",http://www.cartermuseum.org/custom/acm_display.php?irn=146981&QueryPage=%2Fcustom%2Findex.php,24.3,19.4,,cm,,,,
P1979.95.85,ACMAA_P1979-95-85.tif,"Moonlight, Garden of the Gods, Colorado",,black-and-white photographs,Laura Gilpin,1891,1979,American,female,artist,"Colorado Springs, Colorado","Santa Fe, New Mexico",,,,,,,,,1920,1920,1920,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of the artist",©1979 Amon Carter Museum of American Art,Platinum print,"Garden of the Gods, Colorado Springs, Colorado, Rock formations, night scenes, landscapes",http://www.cartermuseum.org/custom/acm_display.php?irn=34442&QueryPage=%2Fcustom%2Findex.php,24,18.7,,cm,,,,
P1979.95.86,ACMAA_P1979-95-86.tif,Margaret Carlson,,black-and-white photographs,Laura Gilpin,1891,1979,American,female,artist,"Colorado Springs, Colorado","Santa Fe, New Mexico",,,,,,,,,1921,1921,1921,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of the artist",©1979 Amon Carter Museum of American Art,Platinum print,"portraits, women",http://www.cartermuseum.org/custom/acm_display.php?irn=68875&QueryPage=%2Fcustom%2Findex.php,24.5,19.5,,cm,image,,,
P1979.95.87,ACMAA_P1979-95-87.tif,The Prelude,,black-and-white photographs,Laura Gilpin,1891,1979,American,female,artist,"Colorado Springs, Colorado","Santa Fe, New Mexico",,,,,,,,,1917,1917,1917,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of the artist",©1979 Amon Carter Museum of American Art,Platinum print,"group portraits, musicians, women, musical instruments, grand pianos, Violoncellos, violins, performing arts, Brenda Putnam",http://www.cartermuseum.org/custom/acm_display.php?irn=68997&QueryPage=%2Fcustom%2Findex.php,15.5,19.8,,cm,,,,
P1979.95.9,ACMAA_P1979-95-9.tif,The Church at Cundiyo,,black-and-white photographs,Laura Gilpin,1891,1979,American,female,artist,"Colorado Springs, Colorado","Santa Fe, New Mexico",,,,,,,,,1945,1945,1945,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of the artist",©1979 Amon Carter Museum of American Art,Gelatin silver print,"New Mexico, Adobe buildings, gates, Catholic churches, crosses",http://www.cartermuseum.org/custom/acm_display.php?irn=139746&QueryPage=%2Fcustom%2Findex.php,25.4,33.3,,cm,image,,,
P1979.95.93,ACMAA_P1979-95-93.tif,"The Church at Picuris Pueblo, New Mexico",,black-and-white photographs,Laura Gilpin,1891,1979,American,female,artist,"Colorado Springs, Colorado","Santa Fe, New Mexico",,,,,,,,,1963,1963,1963,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of the artist",©1979 Amon Carter Museum of American Art,Gelatin silver print,"Catholic churches, Adobe buildings, gates, crosses, Christianity, architecture, New Mexico, mission churches",http://www.cartermuseum.org/custom/acm_display.php?irn=36791&QueryPage=%2Fcustom%2Findex.php,19.8,24.9,,cm,image,,,
P1979.95.96,ACMAA_P1979-95-96.tif,"Storm from La Bajada Hill, New Mexico",,black-and-white photographs,Laura Gilpin,1891,1979,American,female,artist,"Colorado Springs, Colorado","Santa Fe, New Mexico",,,,,,,,,1946,1946,1946,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of the artist",©1979 Amon Carter Museum of American Art,Gelatin silver print,"landscapes, storms, thunderstorms, New Mexico, weather, Clouds, sky",http://www.cartermuseum.org/custom/acm_display.php?irn=74477&QueryPage=%2Fcustom%2Findex.php,41.9,52.6,,cm,image,,,
P1979.95.97,ACMAA_P1979-95-97.tif,B-29 Bomber Leaving the Factory,,black-and-white photographs,Laura Gilpin,1891,1979,American,female,artist,"Colorado Springs, Colorado","Santa Fe, New Mexico",,,,,,,,,1944,1944,1944,"Amon Carter Museum of American Art, Fort Worth, Texas, Gift of the artist",©1979 Amon Carter Museum of American Art,Gelatin silver print,"World War II, airplanes, Hangars, night scenes, Interiors, factories, military aircraft, Wichita, Kansas",http://www.cartermuseum.org/custom/acm_display.php?irn=138060&QueryPage=%2Fcustom%2Findex.php,35.5,46.2,,cm,image,,,
P1980.19,ACMAA_P1980-19.tif,[Mexican War soldier],,black-and-white photographs,Unknown photographer,,,,male,artist,,,,,,,,,,,1845,1848,ca. mid-1840s,"Amon Carter Museum of American Art, Fort Worth, Texas",,Daguerreotype,"studio portraits, U.S.-Mexican War, soldiers, men",http://www.cartermuseum.org/custom/acm_display.php?irn=138474&QueryPage=%2Fcustom%2Findex.php,5,3.7,,cm,image,,,
P1980.25.2,ACMAA_P1980-25-2.tif,"San Francisco, April 18th, 1906, 10am",,black-and-white photographs,Arnold Genthe,1869,1942,American,male,artist,"Berlin, Germany","New Milford, Connecticut",,,,,,,,,1906,1906,1906,"Amon Carter Museum of American Art, Fort Worth, Texas",,Gelatin silver print,"natural disasters, earthquakes, San Francisco, California, street scenes, buildings, smoke, ruins, fires",http://www.cartermuseum.org/custom/acm_display.php?irn=9118&QueryPage=%2Fcustom%2Findex.php,34.6,25.9,,cm,image,,,
